Country_Region,Province_State,Confirmed,Deaths
US,Colorado,121,0
US,Colorado,1405,31
US,Colorado,164,0
US,Colorado,118419,1304
US,Colorado,328,6
US,Colorado,1571,30
US,Colorado,12399,80
US,Colorado,1774,2
US,Colorado,74106,459
US,Colorado,3427,39
US,Colorado,2047,9
US,Colorado,7125,106
US,Colorado,41401,527
US,Colorado,219,1
US,Colorado,2936,51
US,Colorado,5964,67
US,Colorado,9072,158
US,Colorado,5475,134
US,Colorado,4194,125
US,Colorado,837,6
US,Colorado,0,0
US,Colorado,2739,20
US,Colorado,861,18
US,Colorado,6226,6
US,Colorado,2579,48
US,Colorado,44212,769
US,Colorado,1647,13
US,Colorado,2732,46
US,Colorado,6192,24
US,Colorado,1144,12
US,Colorado,184,0
US,Colorado,2222,8
US,Colorado,471,8
US,Colorado,9560,14
US,Colorado,4688,55
US,Colorado,121,0
US,Colorado,1034,26
US,Colorado,80684,683
US,Colorado,1846,23
US,Connecticut,198583,2649
US,Connecticut,174865,3036
US,Connecticut,31284,448
US,Connecticut,27460,472
US,Connecticut,190557,2748
US,Connecticut,53711,630
US,Connecticut,20158,263
US,Connecticut,2808,5
US,Connecticut,25407,292
US,Delaware,49720,603
US,Delaware,145585,1312
US,Delaware,60840,798
US,Delaware,920,0
US,Diamond Princess,49,0
US,District of Columbia,134623,1319
US,Florida,67680,588
US,Florida,8647,132
US,Florida,46333,778
US,Florida,7462,138
US,Florida,133142,1973
US,Florida,599698,5546
US,Florida,4079,91
US,Florida,35555,709
US,Florida,29446,925
US,Florida,53429,770
US,Florida,84241,970
US,Florida,21153,346
US,Florida,9306,141
US,Florida,4018,53
US,Florida,252744,3154
US,Florida,81336,1242
US,Florida,22245,311
US,Florida,3107,50
US,Florida,13399,185
US,Florida,4501,75
US,Florida,1988,35
US,Florida,4289,70
US,Florida,3816,52
US,Florida,8631,118
US,Florida,11688,158
US,Florida,41834,1009
US,Florida,23986,632
US,Florida,373147,3383
US,Florida,5411,83
US,Florida,32286,627
US,Florida,14781,258
US,Florida,3944,44
US,Florida,2765,51
US,Florida,84706,1421
US,Florida,189844,2036
US,Florida,85491,606
US,Florida,10208,121
US,Florida,2495,27
US,Florida,5833,69
US,Florida,95522,1345
US,Florida,83081,2007
US,Florida,30332,588
US,Florida,1178827,10320
US,Florida,18279,115
US,Florida,22082,272
US,Florida,51370,656
US,Florida,10642,165
US,Florida,375092,2570
US,Florida,113325,1062
US,Florida,366129,4843
US,Florida,121544,1781
US,Florida,208909,3147
US,Florida,199330,2802
US,Florida,17521,405
US,Florida,48465,584
US,Florida,90235,1488
US,Florida,103020,1022
US,Florida,62653,518
US,Florida,73837,1137
US,Florida,21577,506
US,Florida,12934,276
US,Florida,6992,99
US,Florida,2962,1989
US,Florida,4300,111
US,Florida,116576,1786
US,Florida,9911,118
US,Florida,17337,204
US,Florida,6604,104
US,Georgia,4731,118
US,Georgia,2093,46
US,Georgia,3513,73
US,Georgia,532,14
US,Georgia,9457,224
US,Georgia,3855,84
US,Georgia,21807,246
US,Georgia,28718,432
US,Georgia,4289,118
US,Georgia,4903,78
US,Georgia,36678,747
US,Georgia,3307,91
US,Georgia,4089,103
US,Georgia,3400,82
US,Georgia,8903,85
US,Georgia,15336,249
US,Georgia,5252,101
US,Georgia,6438,149
US,Georgia,1342,22
US,Georgia,11015,113
US,Georgia,2058,91
US,Georgia,23589,427
US,Georgia,14191,154
US,Georgia,2957,62
US,Georgia,61426,825
US,Georgia,6803,21
US,Georgia,6516,127
US,Georgia,62702,589
US,Georgia,29476,216
US,Georgia,515,6
US,Georgia,63145,908
US,Georgia,2069,39
US,Georgia,169438,1694
US,Georgia,10759,259
US,Georgia,11008,229
US,Georgia,35416,365
US,Georgia,4866,70
US,Georgia,32741,465
US,Georgia,1765,52
US,Georgia,4636,131
US,Georgia,3128,28
US,Georgia,6828,97
US,Georgia,144480,1609
US,Georgia,6990,125
US,Georgia,5173,146
US,Georgia,2358,67
US,Georgia,19345,477
US,Georgia,34588,375
US,Georgia,2707,60
US,Georgia,927,11
US,Georgia,12862,187
US,Georgia,4525,105
US,Georgia,5851,151
US,Georgia,2310,63
US,Georgia,5078,143
US,Georgia,22053,304
US,Georgia,26914,497
US,Georgia,54261,364
US,Georgia,5328,94
US,Georgia,212450,2155
US,Georgia,6834,165
US,Georgia,605,25
US,Georgia,22856,393
US,Georgia,15644,254
US,Georgia,5684,107
US,Georgia,3887,80
US,Georgia,205340,1789
US,Georgia,9962,252
US,Georgia,53053,800
US,Georgia,1562,87
US,Georgia,5383,160
US,Georgia,6023,107
US,Georgia,4813,88
US,Georgia,2161,49
US,Georgia,57307,649
US,Georgia,39095,475
US,Georgia,1871,45
US,Georgia,21157,277
US,Georgia,3110,68
US,Georgia,3911,68
US,Georgia,3625,107
US,Georgia,1484,66
US,Georgia,2240,70
US,Georgia,4993,106
US,Georgia,4814,111
US,Georgia,2250,21
US,Georgia,13681,287
US,Georgia,7188,98
US,Georgia,12110,143
US,Georgia,1586,35
US,Georgia,2733,33
US,Georgia,30754,371
US,Georgia,7088,127
US,Georgia,2115,48
US,Georgia,6916,97
US,Georgia,1498,49
US,Georgia,5007,93
US,Georgia,2408,35
US,Georgia,4437,138
US,Georgia,1693,30
US,Georgia,5147,112
US,Georgia,5831,167
US,Georgia,2014,49
US,Georgia,4482,59
US,Georgia,11377,178
US,Georgia,37679,762
US,Georgia,24356,424
US,Georgia,8680,102
US,Georgia,3188,50
US,Georgia,79020,1376
US,Georgia,37690,417
US,Georgia,6098,120
US,Georgia,8244,158
US,Georgia,5593,124
US,Georgia,5379,88
US,Georgia,11738,185
US,Georgia,2141,72
US,Georgia,4444,100
US,Georgia,408,4
US,Georgia,3621,92
US,Georgia,1469,47
US,Georgia,49521,840
US,Georgia,18233,309
US,Georgia,1146,8
US,Georgia,2597,67
US,Georgia,2122,28
US,Georgia,15710,394
US,Georgia,6235,138
US,Georgia,2391,32
US,Georgia,6761,158
US,Georgia,1154,31
US,Georgia,264,3
US,Georgia,5068,130
US,Georgia,1962,51
US,Georgia,3035,80
US,Georgia,2026,60
US,Georgia,11617,203
US,Georgia,11468,211
US,Georgia,6972,191
US,Georgia,2358,103
US,Georgia,1620,59
US,Georgia,15350,367
US,Georgia,2533,55
US,Georgia,1527,67
US,Georgia,10543,18
US,Georgia,4809,147
US,Georgia,7683,227
US,Georgia,16316,225
US,Georgia,21811,414
US,Georgia,9814,270
US,Georgia,1053,28
US,Georgia,4343,132
US,Georgia,7670,200
US,Georgia,436,7
US,Georgia,1401,38
US,Georgia,6746,152
US,Georgia,33694,410
US,Georgia,1983,68
US,Georgia,2228,47
US,Georgia,2220,53
US,Georgia,4597,109
US,Grand Princess,103,3
US,Guam,45435,331
US,Hawaii,25915,182
US,Hawaii,164227,993
US,Hawaii,11493,29
US,Hawaii,29587,132
US,Hawaii,5761,12
US,Hawaii,0,0
US,Idaho,130114,992
US,Idaho,694,15
US,Idaho,20710,239
US,Idaho,905,15
US,Idaho,1987,40
US,Idaho,9725,150
US,Idaho,5563,30
US,Idaho,1058,13
US,Idaho,8438,176
US,Idaho,30777,279
US,Idaho,2019,57
US,Idaho,475,9
US,Idaho,145,2
US,Idaho,61325,674
US,Idaho,1476,24
US,Idaho,4826,52
US,Idaho,108,0
US,Idaho,2261,31
US,Idaho,522,8
US,Idaho,6837,69
US,Idaho,2329,29
US,Idaho,2147,26
US,Idaho,3636,78
US,Idaho,3088,54
US,Idaho,2914,50
US,Idaho,6029,62
US,Idaho,5590,64
US,Idaho,39100,579
US,Idaho,6656,48
US,Idaho,1248,25
US,Idaho,1126,28
US,Idaho,1026,15
US,Idaho,12644,49
US,Idaho,3945,61
US,Idaho,8869,140
US,Idaho,795,11
US,Idaho,2261,52
US,Idaho,5522,84
US,Idaho,1463,20
US,Idaho,2599,75
US,Idaho,2684,8
US,Idaho,21982,283
US,Idaho,0,0
US,Idaho,2506,16
US,Idaho,2359,56
US,Illinois,22191,201
US,Illinois,1270,15
US,Illinois,4293,29
US,Illinois,13690,115
US,Illinois,2392,15
US,Illinois,8288,126
US,Illinois,1515,5
US,Illinois,4206,47
US,Illinois,4579,35
US,Illinois,61597,285
US,Illinois,10086,110
US,Illinois,4806,52
US,Illinois,4731,67
US,Illinois,11821,113
US,Illinois,15145,166
US,Illinois,1113552,14110
US,Illinois,6157,43
US,Illinois,3336,37
US,Illinois,4295,37
US,Illinois,23042,191
US,Illinois,6431,53
US,Illinois,206102,1681
US,Illinois,5112,58
US,Illinois,1745,27
US,Illinois,10567,132
US,Illinois,7052,96
US,Illinois,4385,64
US,Illinois,12231,164
US,Illinois,9944,125
US,Illinois,1393,16
US,Illinois,3579,44
US,Illinois,12532,133
US,Illinois,2162,31
US,Illinois,4357,45
US,Illinois,1046,19
US,Illinois,1145,17
US,Illinois,12555,116
US,Illinois,7104,111
US,Illinois,15425,118
US,Illinois,2668,26
US,Illinois,10986,170
US,Illinois,6169,68
US,Illinois,3982,35
US,Illinois,4416,40
US,Illinois,124670,1104
US,Illinois,28619,358
US,Illinois,30547,156
US,Illinois,12471,208
US,Illinois,28634,377
US,Illinois,147408,1338
US,Illinois,5475,41
US,Illinois,8706,77
US,Illinois,10626,136
US,Illinois,9379,84
US,Illinois,30249,334
US,Illinois,12653,137
US,Illinois,69796,776
US,Illinois,11806,206
US,Illinois,2734,30
US,Illinois,3874,59
US,Illinois,3833,66
US,Illinois,7129,86
US,Illinois,75002,466
US,Illinois,49099,287
US,Illinois,3479,19
US,Illinois,3971,47
US,Illinois,9430,131
US,Illinois,9724,100
US,Illinois,9378,125
US,Illinois,4043,44
US,Illinois,13857,128
US,Illinois,8,0
US,Illinois,46037,508
US,Illinois,7392,97
US,Illinois,4352,22
US,Illinois,4993,65
US,Illinois,947,8
US,Illinois,1715,18
US,Illinois,1122,9
US,Illinois,10389,121
US,Illinois,5148,74
US,Illinois,32864,466
US,Illinois,7797,92
US,Illinois,54302,381
US,Illinois,1936,17
US,Illinois,1244,11
US,Illinois,6157,73
US,Illinois,63171,718
US,Illinois,1503,32
US,Illinois,11405,153
US,Illinois,36311,457
US,Illinois,150,2433
US,Illinois,5335,63
US,Illinois,27824,287
US,Illinois,3690,27
US,Illinois,3977,81
US,Illinois,3403,34
US,Illinois,5258,81
US,Illinois,4386,48
US,Illinois,15221,222
US,Illinois,159944,1498
US,Illinois,22400,244
US,Illinois,75869,800
US,Illinois,10277,111
US,Indiana,7244,111
US,Indiana,103325,1127
US,Indiana,21231,240
US,Indiana,2464,21
US,Indiana,3101,65
US,Indiana,15057,167
US,Indiana,2579,60
US,Indiana,4202,57
US,Indiana,11564,155
US,Indiana,30864,366
US,Indiana,6808,84
US,Indiana,9161,113
US,Indiana,2530,35
US,Indiana,7449,147
US,Indiana,11294,144
US,Indiana,13378,125
US,Indiana,6977,130
US,Indiana,24639,410
US,Indiana,12818,160
US,Indiana,53909,686
US,Indiana,6704,138
US,Indiana,18794,276
US,Indiana,5361,92
US,Indiana,4358,54
US,Indiana,4877,99
US,Indiana,11591,136
US,Indiana,17220,330
US,Indiana,7160,130
US,Indiana,81262,607
US,Indiana,20564,245
US,Indiana,10733,130
US,Indiana,40579,519
US,Indiana,12896,222
US,Indiana,25294,421
US,Indiana,11453,148
US,Indiana,12469,120
US,Indiana,8959,137
US,Indiana,4826,70
US,Indiana,9323,142
US,Indiana,6923,95
US,Indiana,42113,570
US,Indiana,10695,144
US,Indiana,19677,225
US,Indiana,5833,100
US,Indiana,25274,350
US,Indiana,105505,1703
US,Indiana,11796,249
US,Indiana,32498,605
US,Indiana,223410,2827
US,Indiana,12277,182
US,Indiana,2153,24
US,Indiana,9217,150
US,Indiana,27430,267
US,Indiana,10611,158
US,Indiana,16374,259
US,Indiana,2543,66
US,Indiana,13027,152
US,Indiana,1441,19
US,Indiana,5015,89
US,Indiana,5799,110
US,Indiana,3587,45
US,Indiana,4626,62
US,Indiana,3715,46
US,Indiana,37177,529
US,Indiana,6511,55
US,Indiana,3050,83
US,Indiana,9262,120
US,Indiana,5871,139
US,Indiana,8245,133
US,Indiana,4822,57
US,Indiana,7827,100
US,Indiana,13539,164
US,Indiana,5207,58
US,Indiana,70234,825
US,Indiana,4703,90
US,Indiana,9597,115
US,Indiana,5249,71
US,Indiana,2302,19
US,Indiana,49651,374
US,Indiana,3499,80
US,Indiana,0,892
US,Indiana,2015,20
US,Indiana,57040,593
US,Indiana,4050,73
US,Indiana,28754,396
US,Indiana,8686,150
US,Indiana,2070,26
US,Indiana,20181,227
US,Indiana,5970,77
US,Indiana,18768,323
US,Indiana,6479,127
US,Indiana,6801,90
US,Indiana,9623,80
US,Iowa,1577,50
US,Iowa,815,13
US,Iowa,2843,59
US,Iowa,2887,65
US,Iowa,1099,19
US,Iowa,5986,74
US,Iowa,32500,457
US,Iowa,5429,53
US,Iowa,5452,79
US,Iowa,4558,57
US,Iowa,6419,56
US,Iowa,3185,52
US,Iowa,2584,22
US,Iowa,4910,65
US,Iowa,2943,75
US,Iowa,4109,33
US,Iowa,11018,159
US,Iowa,2952,60
US,Iowa,2663,31
US,Iowa,2244,35
US,Iowa,4076,41
US,Iowa,3445,72
US,Iowa,11470,143
US,Iowa,4511,52
US,Iowa,22856,135
US,Iowa,1586,29
US,Iowa,1506,24
US,Iowa,3992,68
US,Iowa,9058,129
US,Iowa,4119,71
US,Iowa,25773,292
US,Iowa,2341,51
US,Iowa,4061,71
US,Iowa,3502,61
US,Iowa,2499,40
US,Iowa,1373,24
US,Iowa,1711,21
US,Iowa,2538,40
US,Iowa,2337,44
US,Iowa,3462,70
US,Iowa,2822,46
US,Iowa,4099,58
US,Iowa,3412,93
US,Iowa,5524,67
US,Iowa,2029,31
US,Iowa,2601,37
US,Iowa,1797,47
US,Iowa,3653,48
US,Iowa,4591,68
US,Iowa,8599,105
US,Iowa,3455,50
US,Iowa,33682,139
US,Iowa,5419,71
US,Iowa,2039,47
US,Iowa,3761,86
US,Iowa,7802,137
US,Iowa,51552,560
US,Iowa,2468,60
US,Iowa,1737,31
US,Iowa,2721,48
US,Iowa,3130,38
US,Iowa,4870,84
US,Iowa,7497,119
US,Iowa,9352,108
US,Iowa,3328,42
US,Iowa,2454,49
US,Iowa,1714,47
US,Iowa,1875,48
US,Iowa,2193,52
US,Iowa,9500,130
US,Iowa,3401,71
US,Iowa,1392,22
US,Iowa,3323,45
US,Iowa,2024,37
US,Iowa,6303,97
US,Iowa,1573,27
US,Iowa,123641,1053
US,Iowa,24100,305
US,Iowa,3551,60
US,Iowa,1126,33
US,Iowa,2386,32
US,Iowa,40802,375
US,Iowa,2701,50
US,Iowa,7973,85
US,Iowa,19614,82
US,Iowa,3834,87
US,Iowa,1316,21
US,Iowa,564,0
US,Iowa,2707,49
US,Iowa,1373,26
US,Iowa,8919,190
US,Iowa,12397,133
US,Iowa,5610,76
US,Iowa,1262,33
US,Iowa,10280,154
US,Iowa,2935,44
US,Iowa,3782,46
US,Iowa,28717,324
US,Iowa,1748,14
US,Iowa,3603,62
US,Kansas,3945,46
US,Kansas,2105,27
US,Kansas,4254,33
US,Kansas,1036,8
US,Kansas,6476,86
US,Kansas,4374,46
US,Kansas,2676,47
US,Kansas,18780,166
US,Kansas,673,7
US,Kansas,838,17
US,Kansas,6132,84
US,Kansas,659,14
US,Kansas,493,7
US,Kansas,1965,33
US,Kansas,2211,36
US,Kansas,2405,39
US,Kansas,439,15
US,Kansas,10057,147
US,Kansas,11834,122
US,Kansas,612,19
US,Kansas,4784,73
US,Kansas,2429,32
US,Kansas,25174,131
US,Kansas,560,13
US,Kansas,569,8
US,Kansas,7117,80
US,Kansas,2012,31
US,Kansas,11508,106
US,Kansas,10582,108
US,Kansas,6899,77
US,Kansas,9182,73
US,Kansas,785,23
US,Kansas,565,13
US,Kansas,2197,34
US,Kansas,1230,23
US,Kansas,333,3
US,Kansas,1775,22
US,Kansas,462,3
US,Kansas,1647,25
US,Kansas,9516,117
US,Kansas,961,11
US,Kansas,409,10
US,Kansas,3870,27
US,Kansas,4738,60
US,Kansas,785,13
US,Kansas,144341,1178
US,Kansas,1232,20
US,Kansas,1948,26
US,Kansas,667,7
US,Kansas,6591,72
US,Kansas,295,11
US,Kansas,19227,173
US,Kansas,619,10
US,Kansas,2809,25
US,Kansas,840,12
US,Kansas,9926,115
US,Kansas,3311,39
US,Kansas,2540,41
US,Kansas,7752,124
US,Kansas,1218,19
US,Kansas,7692,87
US,Kansas,1422,19
US,Kansas,9387,141
US,Kansas,1496,26
US,Kansas,622,11
US,Kansas,3227,60
US,Kansas,5122,62
US,Kansas,779,18
US,Kansas,2142,37
US,Kansas,3888,43
US,Kansas,790,16
US,Kansas,1189,16
US,Kansas,0,0
US,Kansas,2118,23
US,Kansas,1355,29
US,Kansas,5693,55
US,Kansas,1924,30
US,Kansas,677,9
US,Kansas,18462,219
US,Kansas,1345,14
US,Kansas,2596,22
US,Kansas,13400,79
US,Kansas,1363,20
US,Kansas,808,18
US,Kansas,1870,36
US,Kansas,14067,230
US,Kansas,1276,34
US,Kansas,144521,1251
US,Kansas,6918,59
US,Kansas,47883,565
US,Kansas,786,18
US,Kansas,1499,19
US,Kansas,644,8
US,Kansas,1133,26
US,Kansas,430,8
US,Kansas,1456,18
US,Kansas,5616,66
US,Kansas,2373,27
US,Kansas,750,9
US,Kansas,0,0
US,Kansas,1631,22
US,Kansas,436,5
US,Kansas,1391,20
US,Kansas,494,8
US,Kansas,2795,40
US,Kansas,793,12
US,Kansas,46615,461
US,Kentucky,5549,99
US,Kentucky,6530,94
US,Kentucky,6225,65
US,Kentucky,1257,27
US,Kentucky,12759,207
US,Kentucky,2916,38
US,Kentucky,8774,132
US,Kentucky,36286,268
US,Kentucky,5914,51
US,Kentucky,16052,165
US,Kentucky,8324,122
US,Kentucky,2099,24
US,Kentucky,3560,50
US,Kentucky,4986,72
US,Kentucky,20927,195
US,Kentucky,3837,49
US,Kentucky,4013,58
US,Kentucky,7908,85
US,Kentucky,22384,153
US,Kentucky,969,19
US,Kentucky,3437,42
US,Kentucky,8457,97
US,Kentucky,3955,66
US,Kentucky,16048,196
US,Kentucky,9932,53
US,Kentucky,7746,82
US,Kentucky,3393,43
US,Kentucky,2145,45
US,Kentucky,2153,28
US,Kentucky,30831,359
US,Kentucky,2528,38
US,Kentucky,2249,16
US,Kentucky,4063,42
US,Kentucky,93315,555
US,Kentucky,3648,48
US,Kentucky,12296,159
US,Kentucky,13192,135
US,Kentucky,1151,24
US,Kentucky,2162,45
US,Kentucky,4733,71
US,Kentucky,6756,52
US,Kentucky,11322,160
US,Kentucky,8034,122
US,Kentucky,3526,38
US,Kentucky,11883,126
US,Kentucky,2446,21
US,Kentucky,32241,403
US,Kentucky,9085,184
US,Kentucky,6111,62
US,Kentucky,5341,94
US,Kentucky,13688,147
US,Kentucky,4735,46
US,Kentucky,818,23
US,Kentucky,14692,244
US,Kentucky,4203,71
US,Kentucky,220855,2091
US,Kentucky,14976,130
US,Kentucky,5913,97
US,Kentucky,40963,370
US,Kentucky,4045,57
US,Kentucky,11378,125
US,Kentucky,3709,68
US,Kentucky,18393,203
US,Kentucky,4475,59
US,Kentucky,2891,46
US,Kentucky,3638,39
US,Kentucky,6761,96
US,Kentucky,4445,79
US,Kentucky,6209,121
US,Kentucky,2328,58
US,Kentucky,8285,113
US,Kentucky,2819,33
US,Kentucky,27461,251
US,Kentucky,3813,41
US,Kentucky,6342,75
US,Kentucky,8347,97
US,Kentucky,3229,45
US,Kentucky,4558,97
US,Kentucky,17817,229
US,Kentucky,5145,74
US,Kentucky,2598,46
US,Kentucky,5743,64
US,Kentucky,1509,30
US,Kentucky,7271,99
US,Kentucky,2829,59
US,Kentucky,3603,74
US,Kentucky,6690,87
US,Kentucky,4659,18
US,Kentucky,10071,118
US,Kentucky,14286,140
US,Kentucky,1878,30
US,Kentucky,7254,95
US,Kentucky,18035,127
US,Kentucky,2350,32
US,Kentucky,1550,23
US,Kentucky,3415,34
US,Kentucky,10553,149
US,Kentucky,18403,258
US,Kentucky,4693,38
US,Kentucky,15991,254
US,Kentucky,623,21
US,Kentucky,4998,55
US,Kentucky,6417,55
US,Kentucky,6180,81
US,Kentucky,15825,94
US,Kentucky,13118,147
US,Kentucky,5592,87
US,Kentucky,5261,50
US,Kentucky,8844,113
US,Kentucky,2904,42
US,Kentucky,3658,41
US,Kentucky,2137,38
US,Kentucky,2562,0
US,Kentucky,4298,55
US,Kentucky,42590,339
US,Kentucky,3851,56
US,Kentucky,5175,87
US,Kentucky,3877,47
US,Kentucky,13908,168
US,Kentucky,2398,18
US,Kentucky,6721,45
US,Louisiana,14982,287
US,Louisiana,7359,129
US,Louisiana,33049,286
US,Louisiana,5237,69
US,Louisiana,10758,200
US,Louisiana,8760,140
US,Louisiana,3698,109
US,Louisiana,35220,469
US,Louisiana,63196,1105
US,Louisiana,51608,688
US,Louisiana,3052,52
US,Louisiana,1144,8
US,Louisiana,2557,55
US,Louisiana,3095,73
US,Louisiana,4789,89
US,Louisiana,6924,134
US,Louisiana,105064,1313
US,Louisiana,2317,35
US,Louisiana,6683,164
US,Louisiana,7929,153
US,Louisiana,6751,172
US,Louisiana,5518,87
US,Louisiana,18089,257
US,Louisiana,8510,148
US,Louisiana,4065,72
US,Louisiana,107971,1309
US,Louisiana,6583,150
US,Louisiana,3968,53
US,Louisiana,59150,485
US,Louisiana,26136,360
US,Louisiana,11436,137
US,Louisiana,35091,456
US,Louisiana,3027,58
US,Louisiana,6481,132
US,Louisiana,9512,160
US,Louisiana,82909,1100
US,Louisiana,47177,713
US,Louisiana,0,0
US,Louisiana,6096,44
US,Louisiana,5855,89
US,Louisiana,30821,557
US,Louisiana,1985,52
US,Louisiana,6127,94
US,Louisiana,5975,109
US,Louisiana,10672,107
US,Louisiana,13132,142
US,Louisiana,1827,23
US,Louisiana,5453,75
US,Louisiana,9997,183
US,Louisiana,21007,402
US,Louisiana,12225,181
US,Louisiana,11896,256
US,Louisiana,67995,829
US,Louisiana,32833,585
US,Louisiana,935,11
US,Louisiana,29185,407
US,Louisiana,926,0
US,Louisiana,6379,129
US,Louisiana,14395,219
US,Louisiana,9448,186
US,Louisiana,12174,244
US,Louisiana,10451,175
US,Louisiana,6867,83
US,Louisiana,3333,61
US,Louisiana,2702,43
US,Louisiana,4134,61
US,Maine,22157,255
US,Maine,11970,143
US,Maine,47326,339
US,Maine,5569,56
US,Maine,7083,77
US,Maine,22136,220
US,Maine,5724,29
US,Maine,5012,30
US,Maine,0,0
US,Maine,10911,138
US,Maine,26648,311
US,Maine,2902,29
US,Maine,4892,28
US,Maine,9304,100
US,Maine,42,0
US,Maine,5867,53
US,Maine,4128,50
US,Maine,38602,251
US,Maryland,17009,349
US,Maryland,88376,1043
US,Maryland,130716,2423
US,Maryland,110593,1736
US,Maryland,11025,141
US,Maryland,6006,80
US,Maryland,21084,390
US,Maryland,15268,254
US,Maryland,27616,342
US,Maryland,7662,106
US,Maryland,45158,507
US,Maryland,5641,114
US,Maryland,37796,568
US,Maryland,43098,367
US,Maryland,3024,66
US,Maryland,165445,1999
US,Maryland,169032,2113
US,Maryland,7019,108
US,Maryland,5143,70
US,Maryland,18725,208
US,Maryland,5516,83
US,Maryland,0,59
US,Maryland,34859,571
US,Maryland,19502,320
US,Maryland,8595,154
US,Massachusetts,34446,676
US,Massachusetts,22623,404
US,Massachusetts,148343,2470
US,Massachusetts,6741,15
US,Massachusetts,202654,3146
US,Massachusetts,10307,170
US,Massachusetts,131443,2063
US,Massachusetts,26897,410
US,Massachusetts,318306,4693
US,Massachusetts,129030,2228
US,Massachusetts,114333,1986
US,Massachusetts,206935,2295
US,Massachusetts,134121,8
US,Massachusetts,189588,3013
US,Michigan,1712,68
US,Michigan,1698,13
US,Michigan,26875,332
US,Michigan,5548,133
US,Michigan,4267,61
US,Michigan,3183,63
US,Michigan,2020,53
US,Michigan,14199,159
US,Michigan,26875,564
US,Michigan,3395,64
US,Michigan,34411,529
US,Michigan,11225,173
US,Michigan,33756,556
US,Michigan,11039,137
US,Michigan,4872,58
US,Michigan,4552,100
US,Michigan,8386,96
US,Michigan,6689,153
US,Michigan,20938,201
US,Michigan,2540,29
US,Michigan,9888,153
US,Michigan,7356,106
US,Michigan,26474,387
US,Michigan,6320,82
US,Michigan,324,5
US,Michigan,100291,1673
US,Michigan,5548,110
US,Michigan,3241,68
US,Michigan,16987,219
US,Michigan,10589,177
US,Michigan,10265,194
US,Michigan,7702,89
US,Michigan,7989,144
US,Michigan,63236,734
US,Michigan,16358,169
US,Michigan,4769,135
US,Michigan,2636,85
US,Michigan,15450,199
US,Michigan,39084,528
US,Michigan,58435,655
US,Michigan,3491,55
US,Michigan,165176,1480
US,Michigan,504,13
US,Michigan,1826,35
US,Michigan,20135,407
US,Michigan,3538,50
US,Michigan,24264,309
US,Michigan,45376,435
US,Michigan,1419,9
US,Michigan,2368,28
US,Michigan,225432,3841
US,Michigan,3658,82
US,Michigan,14842,121
US,Michigan,6648,86
US,Michigan,8594,105
US,Michigan,5546,69
US,Michigan,38126,175
US,Michigan,18922,219
US,Michigan,2886,58
US,Michigan,37608,457
US,Michigan,14924,199
US,Michigan,1698,47
US,Michigan,39278,616
US,Michigan,11393,153
US,Michigan,282733,3720
US,Michigan,6254,89
US,Michigan,4293,99
US,Michigan,971,36
US,Michigan,4949,77
US,Michigan,1425,54
US,Michigan,5561,95
US,Michigan,74134,773
US,Michigan,5645,39
US,Michigan,2057,55
US,Michigan,4579,110
US,Michigan,48979,914
US,Michigan,8626,184
US,Michigan,1745,15
US,Michigan,17655,224
US,Michigan,40098,805
US,Michigan,13592,199
US,Michigan,13159,271
US,Michigan,18,0
US,Michigan,16870,262
US,Michigan,73203,505
US,Michigan,393515,7709
US,Michigan,6992,103
US,Minnesota,2919,60
US,Minnesota,97536,778
US,Minnesota,8646,89
US,Minnesota,11362,122
US,Minnesota,13793,168
US,Minnesota,1368,8
US,Minnesota,17500,96
US,Minnesota,6478,77
US,Minnesota,8788,95
US,Minnesota,26268,113
US,Minnesota,6796,79
US,Minnesota,3044,47
US,Minnesota,14403,117
US,Minnesota,19521,120
US,Minnesota,2117,30
US,Minnesota,542,4
US,Minnesota,3183,41
US,Minnesota,15769,164
US,Minnesota,108421,756
US,Minnesota,5593,21
US,Minnesota,10779,115
US,Minnesota,3724,50
US,Minnesota,4671,24
US,Minnesota,8929,72
US,Minnesota,12841,126
US,Minnesota,1442,12
US,Minnesota,294395,2513
US,Minnesota,4463,18
US,Minnesota,4872,56
US,Minnesota,10017,116
US,Minnesota,10894,141
US,Minnesota,2131,17
US,Minnesota,3458,54
US,Minnesota,13232,135
US,Minnesota,1022,26
US,Minnesota,2671,35
US,Minnesota,1724,28
US,Minnesota,2025,28
US,Minnesota,754,6
US,Minnesota,6400,49
US,Minnesota,1203,6
US,Minnesota,7016,72
US,Minnesota,1699,17
US,Minnesota,2044,23
US,Minnesota,5520,61
US,Minnesota,10412,106
US,Minnesota,5800,74
US,Minnesota,7143,110
US,Minnesota,8987,101
US,Minnesota,11737,69
US,Minnesota,2012,15
US,Minnesota,7861,66
US,Minnesota,6896,59
US,Minnesota,1470,13
US,Minnesota,39897,170
US,Minnesota,13334,162
US,Minnesota,3498,40
US,Minnesota,6937,66
US,Minnesota,1977,34
US,Minnesota,8521,101
US,Minnesota,2928,17
US,Minnesota,122308,1308
US,Minnesota,927,13
US,Minnesota,3857,53
US,Minnesota,3631,56
US,Minnesota,17514,171
US,Minnesota,2312,33
US,Minnesota,4384,44
US,Minnesota,39685,250
US,Minnesota,27057,176
US,Minnesota,3453,23
US,Minnesota,46034,519
US,Minnesota,50086,360
US,Minnesota,10234,58
US,Minnesota,2600,13
US,Minnesota,2267,33
